scenario,time,kind,object_id,tag_or_source,stop_x,stop_y,distance_s,reason_code,main_stop_reason,source_log
E1,2026-07-13T19:23:17.736135,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:17.755184,stop_trajectory_output,,,,,,,stop by 2470,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:17.838348,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:17.867861,stop_trajectory_output,,,,,,,stop by 2470,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:17.959897,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:17.969338,stop_trajectory_output,,,,,,,stop by 2470,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.047981,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.054018,stop_trajectory_output,,,,,,,stop by 2470,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.162103,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.170843,stop_trajectory_output,,,,,,,stop by 2470,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.278326,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.286828,stop_trajectory_output,,,,,,,stop by 2470,planning.log.INFO.20260713-192000.389383
E1,2026-07-13T19:23:18.384047,stop_st_boundary,2470,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
