run_id,source_frame_index,sensor_time_unix_s,log_msg_time_unix_s,mapping_abs_residual_ms,log_source_line,points_before_fusing,downsample_ms,fuse_ms,shuffle_ms,cloud_to_array_ms,inference_ms,postprocess_ms,nms_ms,listed_stage_sum_ms,lidar_detection_execution_trace_ms,inference_share_of_trace_execution,data_status,missing_reason
202609031348,102,1788414537.5316732,1788414537.531673,0.0002384185791015625,4586.0,35849.0,8.95802,0.049857,0.000288,0.238563,79.1076,0.162722,0.105025,88.62207500000001,88.72736,0.8915806804124455,complete,
202609031348,103,1788414537.631393,1788414537.631393,0.0,4625.0,35809.0,7.88412,0.048161,0.000352,0.213666,74.8131,0.169826,0.119841,83.249066,83.381856,0.8972347653187284,complete,
202609031348,104,1788414537.732057,1788414537.732057,0.0,4672.0,35851.0,7.68873,0.048321,0.000288,0.213186,75.1539,0.17501,0.147362,83.426797,83.538144,0.8996357400518736,complete,
202609031348,105,1788414537.8313732,1788414537.831373,0.0002384185791015625,4720.0,35859.0,7.50799,0.052192,0.000256,0.213219,75.4023,0.160162,0.108769,83.44488799999999,83.554944,0.9024277486201174,complete,
202609031348,106,1788414537.9311442,1788414537.931144,0.0002384185791015625,4766.0,35888.0,11.5055,0.069953,0.000288,0.309219,75.8451,0.161122,0.165569,88.056751,88.185792,0.8600603144778696,complete,
202609031348,107,1788414538.031176,1788414538.031176,0.0,4817.0,35927.0,13.2565,0.077697,0.000352,0.390692,76.3936,0.234211,0.121697,90.474749,90.687776,0.842380344623293,complete,
202609031348,108,1788414538.1312091,1788414538.131209,0.0002384185791015625,4861.0,35922.0,8.04947,0.045216,0.000288,0.277443,75.0882,0.162369,0.119554,83.74254,83.852864,0.8954756751063386,complete,
202609031348,109,1788414538.2310395,1788414538.23104,0.000476837158203125,4911.0,35929.0,10.4565,0.103042,0.000288,0.305219,76.3438,0.168994,0.110689,87.488532,87.6144,0.8713613287313501,complete,
202609031348,110,1788414538.331539,1788414538.331539,0.0,4954.0,35917.0,9.81131,0.054785,0.000288,0.213091,74.8662,0.180002,0.110529,85.23620500000001,85.344992,0.8772184312818262,complete,
202609031348,111,1788414538.4313838,1788414538.431384,0.0002384185791015625,5005.0,35918.0,13.4633,0.065473,0.00032,0.326819,76.5867,0.15853,0.103137,90.704279,90.862816,0.8428827475476877,complete,
202609031348,112,1788414538.531315,1788414538.531315,0.0,5056.0,35948.0,11.6562,0.069921,0.000352,0.325028,78.3522,0.197346,0.416485,91.017532,91.16176,0.8594853807122635,complete,
202609031348,113,1788414538.6314676,1788414538.631468,0.000476837158203125,5096.0,35902.0,17.3135,0.076801,0.00032,0.449701,79.7044,0.453061,0.115553,98.113336,98.314272,0.8107103717352452,complete,
202609031348,114,1788414538.7316697,1788414538.73167,0.0002384185791015625,5146.0,35897.0,9.6268,0.062976,0.000289,0.250882,74.8049,0.164258,0.108417,85.018522,85.147232,0.878535898853412,complete,
202609031348,115,1788414538.8312857,1788414538.831286,0.0002384185791015625,5187.0,35895.0,8.02057,0.055168,0.000256,0.214339,75.1168,0.173634,0.173634,83.754401,83.883392,0.8954907307515652,complete,
202609031348,116,1788414538.9325173,1788414538.932517,0.0002384185791015625,5234.0,35830.0,7.69695,0.046465,0.000256,0.266723,74.2267,0.18621,0.115073,82.538377,82.666176,0.8979089585563992,complete,
202609031348,117,1788414539.0313132,1788414539.031313,0.0002384185791015625,5281.0,35751.0,7.55183,0.044896,0.000288,0.214307,74.9504,0.180098,0.119425,83.061244,83.205024,0.9007917598821918,complete,
202609031348,118,1788414539.1313536,1788414539.131354,0.000476837158203125,5334.0,35754.0,13.6818,0.072513,0.00032,0.410948,76.292,0.294211,0.184258,90.93605000000001,91.120608,0.8372639480193108,complete,
202609031348,119,1788414539.2309754,1788414539.230975,0.000476837158203125,5377.0,35659.0,8.7464,0.050464,0.000288,0.264003,74.665,0.212802,0.13949,84.07844700000001,84.207264,0.8866812250306578,complete,
202609031348,120,1788414539.3320894,1788414539.332089,0.000476837158203125,5422.0,35514.0,7.47637,0.045889,0.000256,0.21197,75.2109,0.21997,0.149698,83.31505299999999,83.469824,0.9010549728725916,complete,
202609031348,121,1788414539.4315808,1788414539.431581,0.0002384185791015625,5472.0,35420.0,12.6555,0.067969,0.000288,0.410308,75.962,0.198306,0.133218,89.427589,89.557216,0.8481951917755014,complete,
202609031348,122,1788414539.531478,1788414539.531478,0.0,5521.0,35235.0,9.46104,0.062721,0.000288,0.262467,74.8763,0.170177,0.108866,84.94185900000001,85.072256,0.8801494578914189,complete,
202609031348,123,1788414539.6320198,1788414539.63202,0.0002384185791015625,5569.0,35176.0,9.71877,0.060385,0.000288,0.252739,74.0007,0.164482,0.109665,84.307029,84.426528,0.8765100467000134,complete,
